composite,scientific_name,ebird_code,common_name,alpha
Aegithalos concinnus_Black-throated Tit,Aegithalos concinnus,blttit2,Black-throated Bushtit,
Aegithalos glaucogularis_Silver-throated Tit,Aegithalos glaucogularis,lottit5,Silver-throated Bushtit,
Aegithalos iouschistos_Black-browed Tit,Aegithalos iouschistos,bkbtit3,Black-browed Bushtit,
Aegithalos niveogularis_White-throated Tit,Aegithalos niveogularis,whttit1,White-throated Bushtit,
Aegithina nigrolutea_White-tailed Iora,Aegithina nigrolutea,whtior1,Marshall's Iora,
Aegithina tiphia_Common Iora,Aegithina tiphia,comior1,Common Iora,
Aegithina viridissima_Green Iora,Aegithina viridissima,greior2,Green Iora,
Aegolius acadicus_Northern Saw-whet Owl,Aegolius acadicus,nswowl,Northern Saw-whet Owl,NSWO
Aegolius funereus_Boreal Owl,Aegolius funereus,borowl,Boreal Owl,BOOW
Aegolius harrisii_Buff-fronted Owl,Aegolius harrisii,bufowl1,Buff-fronted Owl,
Aegolius ridgwayi_Unspotted Saw-whet Owl,Aegolius ridgwayi,uswowl1,Unspotted Saw-whet Owl,USWO
Aegotheles cristatus_Australian Owlet-nightjar,Aegotheles cristatus,auonig1,Australian Owlet-nightjar,
Aegypius monachus_Cinereous Vulture,Aegypius monachus,cinvul1,Cinereous Vulture,
Aerodramus bartschi_Mariana Swiftlet,Aerodramus bartschi,marswi,Mariana Swiftlet,MASW
Aerodramus fuciphagus_White-nest Swiftlet,Aerodramus fuciphagus,y00731,Edible-nest Swiftlet,
Aerodramus maximus_Black-nest Swiftlet,Aerodramus maximus,blnswi1,Black-nest Swiftlet,
Aeronautes andecolus_Andean Swift,Aeronautes andecolus,andswi1,Andean Swift,
Aeronautes montivagus_White-tipped Swift,Aeronautes montivagus,whtswi1,White-tipped Swift,
Aeronautes saxatalis_White-throated Swift,Aeronautes saxatalis,whtswi,White-throated Swift,WTSW
Aethia pusilla_Least Auklet,Aethia pusilla,leaauk,Least Auklet,LEAU
Aethia pygmaea_Whiskered Auklet,Aethia pygmaea,whiauk,Whiskered Auklet,WHAU
Aethopyga christinae_Fork-tailed Sunbird,Aethopyga christinae,fotsun1,Fork-tailed Sunbird,
Aethopyga gouldiae_Mrs. Gould's Sunbird,Aethopyga gouldiae,gousun1,Mrs. Gould's Sunbird,
Aethopyga ignicauda_Fire-tailed Sunbird,Aethopyga ignicauda,fitsun1,Fire-tailed Sunbird,
Aethopyga nipalensis_Green-tailed Sunbird,Aethopyga nipalensis,grtsun1,Green-tailed Sunbird,
Aethopyga saturata_Black-throated Sunbird,Aethopyga saturata,bltsun1,Black-throated Sunbird,
Aethopyga siparaja_Crimson Sunbird,Aethopyga siparaja,eacsun1,Crimson Sunbird,
Aethopyga temminckii_Temminck's Sunbird,Aethopyga temminckii,temsun1,Temminck's Sunbird,
Aethopyga vigorsii_Vigors's Sunbird,Aethopyga vigorsii,wecsun1,Vigors's Sunbird,
Agapornis canus_Gray-headed Lovebird,Agapornis canus,gyhlov1,Grey-headed Lovebird,
Agapornis fischeri_Fischer's Lovebird,Agapornis fischeri,fislov1,Fischer's Lovebird,
Agapornis personatus_Yellow-collared Lovebird,Agapornis personatus,yeclov,Yellow-collared Lovebird,
Agapornis roseicollis_Rosy-faced Lovebird,Agapornis roseicollis,peflov,Rosy-faced Lovebird,RFLO
Agapornis taranta_Black-winged Lovebird,Agapornis taranta,blwlov1,Black-winged Lovebird,
Agelaioides badius_Grayish Baywing,Agelaioides badius,bawcow4,Greyish Baywing,
Agelaius phoeniceus_Red-winged Blackbird,Agelaius phoeniceus,rewbla,Red-winged Blackbird,RWBL
Agelaius tricolor_Tricolored Blackbird,Agelaius tricolor,tribla,Tricolored Blackbird,TRBL
Agelasticus cyanopus_Unicolored Blackbird,Agelasticus cyanopus,unibla2,Unicolored Blackbird,
Agelasticus thilius_Yellow-winged Blackbird,Agelasticus thilius,yewbla2,Yellow-winged Blackbird,
Agelasticus xanthophthalmus_Pale-eyed Blackbird,Agelasticus xanthophthalmus,paebla2,Pale-eyed Blackbird,
Aglaiocercus coelestis_Violet-tailed Sylph,Aglaiocercus coelestis,vitsyl1,Violet-tailed Sylph,
Aglaiocercus kingii_Long-tailed Sylph,Aglaiocercus kingii,lotsyl1,Long-tailed Sylph,
Agriornis montanus_Black-billed Shrike-Tyrant,Agriornis montanus,bkbsht1,Black-billed Shrike-Tyrant,
Agropsar philippensis_Chestnut-cheeked Starling,Agropsar philippensis,chcsta1,Chestnut-cheeked Starling,
Agropsar sturninus_Daurian Starling,Agropsar sturninus,dausta1,Daurian Starling,
Ailuroedus crassirostris_Green Catbird,Ailuroedus crassirostris,grecat1,Green Catbird,
Ailuroedus maculosus_Spotted Catbird,Ailuroedus maculosus,spocat2,Spotted Catbird,
Aimophila notosticta_Oaxaca Sparrow,Aimophila notosticta,oaxspa1,Oaxaca Sparrow,OASP
Aimophila rufescens_Rusty Sparrow,Aimophila rufescens,russpa1,Rusty Sparrow,RUSP
Aimophila ruficeps_Rufous-crowned Sparrow,Aimophila ruficeps,rucspa,Rufous-crowned Sparrow,RCSP
Aix galericulata_Mandarin Duck,Aix galericulata,manduc,Mandarin Duck,
Aix sponsa_Wood Duck,Aix sponsa,wooduc,Wood Duck,WODU
Akletos goeldii_Goeldi's Antbird,Akletos goeldii,goeant1,Goeldi's Antbird,
Akletos melanoceps_White-shouldered Antbird,Akletos melanoceps,whsant1,White-shouldered Antbird,
Alaemon alaudipes_Greater Hoopoe-Lark,Alaemon alaudipes,grhlar1,Greater Hoopoe-Lark,
Alauda arvensis_Eurasian Skylark,Alauda arvensis,skylar,Eurasian Skylark,EUSK
Alauda gulgula_Oriental Skylark,Alauda gulgula,orisky1,Oriental Skylark,
Alaudala cheleensis_Asian Short-toed Lark,Alaudala cheleensis,lstlar2,Asian Short-toed Lark,
Alaudala heinei_Turkestan Short-toed Lark,Alaudala heinei,tstlar1,Turkestan Short-toed Lark,
Alaudala raytal_Sand Lark,Alaudala raytal,sanlar1,Sand Lark,
Alaudala rufescens_Mediterranean Short-toed Lark,Alaudala rufescens,mstlar1,Mediterranean Short-toed Lark,
Alaudala somalica_Somali Short-toed Lark,Alaudala somalica,sstlar1,Somali Short-toed Lark,
Alca torda_Razorbill,Alca torda,razorb,Razorbill,RAZO
Alcedo atthis_Common Kingfisher,Alcedo atthis,comkin1,Common Kingfisher,
Alcedo meninting_Blue-eared Kingfisher,Alcedo meninting,blekin1,Blue-eared Kingfisher,
Alcippe brunneicauda_Brown Fulvetta,Alcippe brunneicauda,broful1,Brown Fulvetta,
Alcippe fratercula_Yunnan Fulvetta,Alcippe fratercula,gycful4,Yunnan Fulvetta,
Alcippe hueti_Huet's Fulvetta,Alcippe hueti,gycful5,Huet's Fulvetta,
Alcippe morrisonia_Morrison's Fulvetta,Alcippe morrisonia,gycful1,Grey-cheeked Fulvetta,
Alcippe nipalensis_Nepal Fulvetta,Alcippe nipalensis,nepful1,Nepal Fulvetta,
Alcippe peracensis_Mountain Fulvetta,Alcippe peracensis,mouful1,Mountain Fulvetta,
Alcippe poioicephala_Brown-cheeked Fulvetta,Alcippe poioicephala,brcful1,Brown-cheeked Fulvetta,
Alcippe pyrrhoptera_Javan Fulvetta,Alcippe pyrrhoptera,javful1,Javan Fulvetta,
Aleadryas rufinucha_Rufous-naped Bellbird,Aleadryas rufinucha,runwhi1,Rufous-naped Bellbird,
Alectoris barbara_Barbary Partridge,Alectoris barbara,barpar2,Barbary Partridge,
Alectoris chukar_Chukar,Alectoris chukar,chukar,Chukar Partridge,CHUK
Alectoris graeca_Rock Partridge,Alectoris graeca,rocpar2,Rock Partridge,
Alectoris rufa_Red-legged Partridge,Alectoris rufa,relpar1,Red-legged Partridge,
Alectura lathami_Australian Brushturkey,Alectura lathami,ausbrt1,Australian Brushturkey,
Alethe castanea_Fire-crested Alethe,Alethe castanea,ficale2,Fire-crested Alethe,
Alethe diademata_White-tailed Alethe,Alethe diademata,ficale3,White-tailed Alethe,
Alipiopsitta xanthops_Yellow-faced Parrot,Alipiopsitta xanthops,yefpar5,Yellow-faced Parrot,
Alisterus scapularis_Australian King-Parrot,Alisterus scapularis,aukpar1,Australian King Parrot,
Allenia fusca_Scaly-breasted Thrasher,Allenia fusca,scbthr,Scaly-breasted Thrasher,SBTH
Allonemobius allardi_Allard's Ground Cricket,Allonemobius allardi,,,
Allonemobius tinnulus_Tinkling Ground Cricket,Allonemobius tinnulus,,,
Allonemobius walkeri_Walker's Ground Cricket,Allonemobius walkeri,,,
Alophoixus finschii_Finsch's Bulbul,Alophoixus finschii,,,
Alophoixus flaveolus_White-throated Bulbul,Alophoixus flaveolus,whtbul1,White-throated Bulbul,
Alophoixus ochraceus_Ochraceous Bulbul,Alophoixus ochraceus,ochbul2,Ochraceous Bulbul,
Alophoixus pallidus_Puff-throated Bulbul,Alophoixus pallidus,putbul1,Puff-throated Bulbul,
Alophoixus phaeocephalus_Yellow-bellied Bulbul,Alophoixus phaeocephalus,yebbul2,Yellow-bellied Bulbul,
Alophoixus tephrogenys_Gray-cheeked Bulbul,Alophoixus tephrogenys,gycbul2,Grey-cheeked Bulbul,
Alopochelidon fucata_Tawny-headed Swallow,Alopochelidon fucata,tahswa2,Tawny-headed Swallow,
Alopochen aegyptiaca_Egyptian Goose,Alopochen aegyptiaca,egygoo,Egyptian Goose,EGGO
Alouatta pigra_Mexican Black Howler Monkey,Alouatta pigra,,,
Amalocichla incerta_Lesser Ground-Robin,Amalocichla incerta,legrob1,Lesser Ground Robin,
Amandava amandava_Red Avadavat,Amandava amandava,redava,Red Avadavat,REAV
Amaurolimnas concolor_Uniform Crake,Amaurolimnas concolor,unicra1,Uniform Crake,UNIC
Amaurornis isabellina_Isabelline Bush-hen,Amaurornis isabellina,isabuh1,Isabelline Bush-hen,
Amaurornis moluccana_Pale-vented Bush-hen,Amaurornis moluccana,rutbuh1,Pale-vented Bush-hen,
Amaurornis phoenicurus_White-breasted Waterhen,Amaurornis phoenicurus,whbwat1,White-breasted Waterhen,
Amaurospiza concolor_Blue Seedeater,Amaurospiza concolor,blusee1,Blue Seedeater,BLSE
Amaurospiza moesta_Blackish-blue Seedeater,Amaurospiza moesta,blbsee3,Blackish-blue Seedeater,
Amazilia luciae_Honduran Emerald,Amazilia luciae,honeme1,Honduran Emerald,HOEM
Amazilia rutila_Cinnamon Hummingbird,Amazilia rutila,cinhum1,Cinnamon Hummingbird,CIHU
Amazilia tzacatl_Rufous-tailed Hummingbird,Amazilia tzacatl,rtlhum,Rufous-tailed Hummingbird,RTAH
Amazilia yucatanensis_Buff-bellied Hummingbird,Amazilia yucatanensis,bubhum,Buff-bellied Hummingbird,BBEH
Amazilis amazilia_Amazilia Hummingbird,Amazilis amazilia,amahum1,Amazilia Hummingbird,AMHU
Amazona aestiva_Turquoise-fronted Parrot,Amazona aestiva,bufpar,Turquoise-fronted Amazon,
Amazona agilis_Black-billed Parrot,Amazona agilis,blbpar1,Black-billed Amazon,BBPA
Amazona albifrons_White-fronted Parrot,Amazona albifrons,whfpar1,White-fronted Amazon,WFPA
Amazona amazonica_Orange-winged Parrot,Amazona amazonica,orwpar,Orange-winged Amazon,
Amazona auropalliata_Yellow-naped Parrot,Amazona auropalliata,yenpar1,Yellow-naped Amazon,YNPA
Amazona autumnalis_Red-lored Parrot,Amazona autumnalis,relpar,Red-lored Amazon,RLPA
Amazona brasiliensis_Red-tailed Parrot,Amazona brasiliensis,retpar1,Red-tailed Amazon,
Amazona dufresniana_Blue-cheeked Parrot,Amazona dufresniana,blcpar2,Blue-cheeked Amazon,
Amazona farinosa_Mealy Parrot,Amazona farinosa,meapar,Mealy Amazon,MEAP
Amazona festiva_Festive Parrot,Amazona festiva,fespar1,Festive Amazon,
Amazona finschi_Lilac-crowned Parrot,Amazona finschi,licpar,Lilac-crowned Amazon,LCPA
Amazona kawalli_Kawall's Parrot,Amazona kawalli,kawpar1,Kawall's Amazon,
Amazona leucocephala_Cuban Parrot,Amazona leucocephala,cubpar1,Cuban Amazon,CPAT
Amazona mercenarius_Scaly-naped Parrot,Amazona mercenarius,scnpar1,Scaly-naped Amazon,
Amazona ochrocephala_Yellow-crowned Parrot,Amazona ochrocephala,ywcpar,Yellow-crowned Amazon,YCRP
Amazona oratrix_Yellow-headed Parrot,Amazona oratrix,yehpar,Yellow-headed Amazon,YHPA
Amazona rhodocorytha_Red-browed Parrot,Amazona rhodocorytha,rebpar7,Red-browed Amazon,
Amazona tucumana_Tucuman Parrot,Amazona tucumana,tucpar1,Tucuman Amazon,
Amazona ventralis_Hispaniolan Parrot,Amazona ventralis,hispar1,Hispaniolan Amazon,HPAT
Amazona vinacea_Vinaceous-breasted Parrot,Amazona vinacea,vinpar1,Vinaceous-breasted Amazon,
Amazona viridigenalis_Red-crowned Parrot,Amazona viridigenalis,recpar,Red-crowned Amazon,RCPA
Amazona xantholora_Yellow-lored Parrot,Amazona xantholora,yelpar1,Yucatan Amazon,YLPA
Amazonetta brasiliensis_Brazilian Teal,Amazonetta brasiliensis,bratea1,Brazilian Teal,
Amblycercus holosericeus_Yellow-billed Cacique,Amblycercus holosericeus,yebcac1,Yellow-billed Cacique,YBIC
Amblycorypha alexanderi_Clicker Round-winged Katydid,Amblycorypha alexanderi,,,
Amblycorypha longinicta_Common Virtuoso Katydid,Amblycorypha longinicta,,,
Amblycorypha oblongifolia_Oblong-winged Katydid,Amblycorypha oblongifolia,,,
Amblycorypha rotundifolia_Rattler Round-winged Katydid,Amblycorypha rotundifolia,,,
Amblyornis newtoniana_Golden Bowerbird,Amblyornis newtoniana,,,
Amblyospiza albifrons_Grosbeak Weaver,Amblyospiza albifrons,growea1,Thick-billed Weaver,
Amblyramphus holosericeus_Scarlet-headed Blackbird,Amblyramphus holosericeus,schbla1,Scarlet-headed Blackbird,
Ammodramus aurifrons_Yellow-browed Sparrow,Ammodramus aurifrons,yebspa1,Yellow-browed Sparrow,
Ammodramus humeralis_Grassland Sparrow,Ammodramus humeralis,graspa1,Grassland Sparrow,
Ammodramus savannarum_Grasshopper Sparrow,Ammodramus savannarum,graspa,Grasshopper Sparrow,GRSP
Ammomanes cinctura_Bar-tailed Lark,Ammomanes cinctura,batlar1,Bar-tailed Lark,
Ammomanes deserti_Desert Lark,Ammomanes deserti,deslar1,Desert Lark,
Ammomanes phoenicura_Rufous-tailed Lark,Ammomanes phoenicura,rutlar2,Rufous-tailed Lark,
Ammonastes pelzelni_Gray-bellied Antbird,Ammonastes pelzelni,gybant1,Grey-bellied Antbird,
Ammospiza caudacuta_Saltmarsh Sparrow,Ammospiza caudacuta,sstspa,Saltmarsh Sparrow,SALS
Ammospiza leconteii_LeConte's Sparrow,Ammospiza leconteii,lecspa,LeConte's Sparrow,LCSP
Ammospiza maritima_Seaside Sparrow,Ammospiza maritima,seaspa,Seaside Sparrow,SESP
Ammospiza nelsoni_Nelson's Sparrow,Ammospiza nelsoni,nstspa,Nelson's Sparrow,NESP
Ampelioides tschudii_Scaled Fruiteater,Ampelioides tschudii,scafru1,Scaled Fruiteater,
Ampelion rubrocristatus_Red-crested Cotinga,Ampelion rubrocristatus,reccot1,Red-crested Cotinga,
Ampelion rufaxilla_Chestnut-crested Cotinga,Ampelion rufaxilla,chccot1,Chestnut-crested Cotinga,
Ampelornis griseiceps_Gray-headed Antbird,Ampelornis griseiceps,gyhant1,Grey-headed Antbird,
Amphispiza bilineata_Black-throated Sparrow,Amphispiza bilineata,bktspa,Black-throated Sparrow,BTSP
Amphispizopsis quinquestriata_Five-striped Sparrow,Amphispizopsis quinquestriata,fisspa,Five-striped Sparrow,FSSP
Anabacerthia amaurotis_White-browed Foliage-gleaner,Anabacerthia amaurotis,whbfog1,White-browed Foliage-gleaner,
Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner,Anabacerthia lichtensteini,obfgle2,Ochre-breasted Foliage-gleaner,
Anabacerthia ruficaudata_Rufous-tailed Foliage-gleaner,Anabacerthia ruficaudata,rutfog1,Rufous-tailed Foliage-gleaner,
Anabacerthia striaticollis_Montane Foliage-gleaner,Anabacerthia striaticollis,mofgle1,Montane Foliage-gleaner,
Anabacerthia variegaticeps_Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,stfgle1,Scaly-throated Foliage-gleaner,STFG
Anabazenops dorsalis_Dusky-cheeked Foliage-gleaner,Anabazenops dorsalis,ducfog1,Bamboo Foliage-gleaner,
Anabazenops fuscus_White-collared Foliage-gleaner,Anabazenops fuscus,wcfgle1,White-collared Foliage-gleaner,
Anairetes alpinus_Ash-breasted Tit-Tyrant,Anairetes alpinus,abttyr1,Ash-breasted Tit-Tyrant,
Anairetes flavirostris_Yellow-billed Tit-Tyrant,Anairetes flavirostris,ybttyr1,Yellow-billed Tit-Tyrant,
Anairetes nigrocristatus_Black-crested Tit-Tyrant,Anairetes nigrocristatus,bkctit1,Black-crested Tit-Tyrant,
Anairetes parulus_Tufted Tit-Tyrant,Anairetes parulus,tuttyr1,Tufted Tit-Tyrant,
Anairetes reguloides_Pied-crested Tit-Tyrant,Anairetes reguloides,pcttyr1,Pied-crested Tit-Tyrant,
Anas acuta_Northern Pintail,Anas acuta,norpin,Northern Pintail,NOPI
Anas andium_Andean Teal,Anas andium,spetea3,Andean Teal,
Anas castanea_Chestnut Teal,Anas castanea,chetea1,Chestnut Teal,
Anas crecca_Green-winged Teal,Anas crecca,gnwtea,Green-winged Teal,GWTE
Anas diazi_Mexican Duck,Anas diazi,mexduc,Mexican Duck,MEDU
Anas flavirostris_Yellow-billed Teal,Anas flavirostris,yebtea1,Yellow-billed Teal,
Anas fulvigula_Mottled Duck,Anas fulvigula,motduc,Mottled Duck,MODU
Anas georgica_Yellow-billed Pintail,Anas georgica,yebpin1,Yellow-billed Pintail,
Anas gracilis_Gray Teal,Anas gracilis,gretea1,Grey Teal,
Anas platyrhynchos_Mallard,Anas platyrhynchos,mallar3,Mallard,MALL
Anas poecilorhyncha_Indian Spot-billed Duck,Anas poecilorhyncha,isbduc1,Indian Spot-billed Duck,
Anas rubripes_American Black Duck,Anas rubripes,ambduc,American Black Duck,ABDU
Anas superciliosa_Pacific Black Duck,Anas superciliosa,pabduc1,Pacific Black Duck,
Anas undulata_Yellow-billed Duck,Anas undulata,yebduc1,Yellow-billed Duck,
Anas wyvilliana_Hawaiian Duck,Anas wyvilliana,hawduc,Hawaiian Duck,HAWD
Anas zonorhyncha_Eastern Spot-billed Duck,Anas zonorhyncha,spbduc,Eastern Spot-billed Duck,ESBD
Anastomus oscitans_Asian Openbill,Anastomus oscitans,asiope1,Asian Openbill,
Anaxipha exigua_Say's Trig,Anaxipha exigua,,,
Anaxyrus americanus_American Toad,Anaxyrus americanus,,,
Anaxyrus canorus_Yosemite Toad,Anaxyrus canorus,,,
Anaxyrus cognatus_Great Plains Toad,Anaxyrus cognatus,,,
Anaxyrus fowleri_Fowler's Toad,Anaxyrus fowleri,,,
Anaxyrus houstonensis_Houston Toad,Anaxyrus houstonensis,,,
Anaxyrus microscaphus_Arizona Toad,Anaxyrus microscaphus,,,
Anaxyrus quercicus_Oak Toad,Anaxyrus quercicus,,,
Anaxyrus speciosus_Texas Toad,Anaxyrus speciosus,,,
Anaxyrus terrestris_Southern Toad,Anaxyrus terrestris,,,
Anaxyrus woodhousii_Woodhouse's Toad,Anaxyrus woodhousii,,,
Ancistrops strigilatus_Chestnut-winged Hookbill,Ancistrops strigilatus,chwhoo1,Chestnut-winged Hookbill,
Andigena hypoglauca_Gray-breasted Mountain-Toucan,Andigena hypoglauca,gybmot1,Grey-breasted Mountain Toucan,
Andigena laminirostris_Plate-billed Mountain-Toucan,Andigena laminirostris,pbmtou1,Plate-billed Mountain Toucan,
Andigena nigrirostris_Black-billed Mountain-Toucan,Andigena nigrirostris,bbmtou1,Black-billed Mountain Toucan,
Androdon aequatorialis_Tooth-billed Hummingbird,Androdon aequatorialis,tobhum1,Tooth-billed Hummingbird,TBHU
Andropadus importunus_Sombre Greenbul,Andropadus importunus,somgre1,Sombre Greenbul,
Anhima cornuta_Horned Screamer,Anhima cornuta,horscr1,Horned Screamer,
Anhinga anhinga_Anhinga,Anhinga anhinga,anhing,Anhinga,ANHI
Anhinga melanogaster_Oriental Darter,Anhinga melanogaster,darter2,Oriental Darter,
Anhinga novaehollandiae_Australasian Darter,Anhinga novaehollandiae,darter4,Australasian Darter,
Anisognathus igniventris_Scarlet-bellied Mountain Tanager,Anisognathus igniventris,sbmtan1,Scarlet-bellied Mountain Tanager,
Anisognathus lacrymosus_Lacrimose Mountain Tanager,Anisognathus lacrymosus,lamtan1,Lacrimose Mountain Tanager,
Anisognathus somptuosus_Blue-winged Mountain Tanager,Anisognathus somptuosus,bwmtan1,Blue-winged Mountain Tanager,
Anodorhynchus hyacinthinus_Hyacinth Macaw,Anodorhynchus hyacinthinus,hyamac1,Hyacinth Macaw,
Anodorhynchus leari_Indigo Macaw,Anodorhynchus leari,indmac1,Lear's Macaw,
Anorrhinus galeritus_Bushy-crested Hornbill,Anorrhinus galeritus,buchor1,Bushy-crested Hornbill,
Anous ceruleus_Blue-gray Noddy,Anous ceruleus,bugnod,Blue Noddy,BGNO
Anous minutus_Black Noddy,Anous minutus,blknod,Black Noddy,BLNO
Anous stolidus_Brown Noddy,Anous stolidus,brnnod,Brown Noddy,BRNO
Anous tenuirostris_Lesser Noddy,Anous tenuirostris,lesnod1,Lesser Noddy,
Anser albifrons_Greater White-fronted Goose,Anser albifrons,gwfgoo,Greater White-fronted Goose,GWFG
Anser anser_Graylag Goose,Anser anser,gragoo,Greylag Goose,GRGO
Anser brachyrhynchus_Pink-footed Goose,Anser brachyrhynchus,pifgoo,Pink-footed Goose,PFGO
Anser caerulescens_Snow Goose,Anser caerulescens,snogoo,Snow Goose,SNGO
Anser canagicus_Emperor Goose,Anser canagicus,empgoo,Emperor Goose,EMGO
Anser cygnoides_Swan Goose,Anser cygnoides,swagoo1,Swan Goose,
Anser erythropus_Lesser White-fronted Goose,Anser erythropus,lwfgoo,Lesser White-fronted Goose,LWFG
Anser fabalis_Taiga Bean-Goose,Anser fabalis,taibeg1,Taiga Bean Goose,TABG
Anser indicus_Bar-headed Goose,Anser indicus,bahgoo,Bar-headed Goose,
Anser rossii_Ross's Goose,Anser rossii,rosgoo,Ross's Goose,ROGO
Anser serrirostris_Tundra Bean-Goose,Anser serrirostris,tunbeg1,Tundra Bean Goose,TUBG
Anseranas semipalmata_Magpie Goose,Anseranas semipalmata,maggoo1,Magpie Goose,
Anthipes monileger_White-gorgeted Flycatcher,Anthipes monileger,whgfly1,White-gorgeted Flycatcher,
Anthipes solitaris_Rufous-browed Flycatcher,Anthipes solitaris,rubfly3,Rufous-browed Flycatcher,
Anthobaphes violacea_Orange-breasted Sunbird,Anthobaphes violacea,orbsun2,Orange-breasted Sunbird,
Anthochaera carunculata_Red Wattlebird,Anthochaera carunculata,redwat1,Red Wattlebird,
Anthochaera chrysoptera_Little Wattlebird,Anthochaera chrysoptera,bruwat1,Little Wattlebird,
Anthochaera lunulata_Western Wattlebird,Anthochaera lunulata,litwat1,Western Wattlebird,
Anthochaera paradoxa_Yellow Wattlebird,Anthochaera paradoxa,yelwat1,Yellow Wattlebird,
Anthochaera phrygia_Regent Honeyeater,Anthochaera phrygia,reghon1,Regent Honeyeater,
Anthornis melanura_New Zealand Bellbird,Anthornis melanura,nezbel1,New Zealand Bellbird,
Anthoscopus minutus_Southern Penduline-Tit,Anthoscopus minutus,soptit1,Cape Penduline Tit,
Anthoscopus musculus_Mouse-colored Penduline-Tit,Anthoscopus musculus,mcptit1,Mouse-colored Penduline Tit,
Anthracoceros albirostris_Oriental Pied-Hornbill,Anthracoceros albirostris,orphor1,Oriental Pied Hornbill,
Anthracoceros coronatus_Malabar Pied-Hornbill,Anthracoceros coronatus,maphor1,Malabar Pied Hornbill,
Anthracoceros malayanus_Black Hornbill,Anthracoceros malayanus,blahor1,Black Hornbill,
Anthracothorax nigricollis_Black-throated Mango,Anthracothorax nigricollis,bltman1,Black-throated Mango,BTMA
Anthreptes malacensis_Brown-throated Sunbird,Anthreptes malacensis,pltsun2,Brown-throated Sunbird,
Anthreptes orientalis_Eastern Violet-backed Sunbird,Anthreptes orientalis,kvbsun1,Eastern Violet-backed Sunbird,
Anthropoides paradiseus_Blue Crane,Anthropoides paradiseus,,,
Anthropoides virgo_Demoiselle Crane,Anthropoides virgo,,,
Anthus berthelotii_Berthelot's Pipit,Anthus berthelotii,berpip1,Berthelot's Pipit,
Anthus bogotensis_Paramo Pipit,Anthus bogotensis,parpip1,Paramo Pipit,
Anthus campestris_Tawny Pipit,Anthus campestris,tawpip1,Tawny Pipit,
Anthus cervinus_Red-throated Pipit,Anthus cervinus,retpip,Red-throated Pipit,RTPI
Anthus chacoensis_Pampas Pipit,Anthus chacoensis,chapip1,Pampas Pipit,
Anthus cinnamomeus_African Pipit,Anthus cinnamomeus,afrpip1,African Pipit,
Anthus correndera_Correndera Pipit,Anthus correndera,corpip1,Correndera Pipit,
Anthus crenatus_Yellow-tufted Pipit,Anthus crenatus,yetpip1,African Rock Pipit,
Anthus furcatus_Short-billed Pipit,Anthus furcatus,shbpip1,Short-billed Pipit,
Anthus godlewskii_Blyth's Pipit,Anthus godlewskii,blypip1,Blyth's Pipit,
Anthus gustavi_Pechora Pipit,Anthus gustavi,pecpip,Pechora Pipit,PEPI
Anthus hellmayri_Hellmayr's Pipit,Anthus hellmayri,helpip1,Hellmayr's Pipit,
Anthus hodgsoni_Olive-backed Pipit,Anthus hodgsoni,olbpip,Olive-backed Pipit,OBPI
Anthus leucophrys_Plain-backed Pipit,Anthus leucophrys,plbpip1,Plain-backed Pipit,
Anthus lineiventris_Striped Pipit,Anthus lineiventris,strpip1,Striped Pipit,
Anthus lutescens_Yellowish Pipit,Anthus lutescens,,,
Anthus nattereri_Ochre-breasted Pipit,Anthus nattereri,ocbpip1,Ochre-breasted Pipit,
Anthus novaeseelandiae_Australasian Pipit,Anthus novaeseelandiae,auspip3,New Zealand Pipit,
Anthus peruvianus_Peruvian Pipit,Anthus peruvianus,yelpip3,Peruvian Pipit,
Anthus petrosus_Rock Pipit,Anthus petrosus,rocpip1,European Rock Pipit,
Anthus pratensis_Meadow Pipit,Anthus pratensis,meapip1,Meadow Pipit,MEPI
Anthus richardi_Richard's Pipit,Anthus richardi,ricpip1,Richard's Pipit,
Anthus roseatus_Rosy Pipit,Anthus roseatus,rospip1,Rosy Pipit,
Anthus rubescens_American Pipit,Anthus rubescens,amepip,American Pipit,AMPI
Anthus rufulus_Paddyfield Pipit,Anthus rufulus,oripip1,Paddyfield Pipit,
Anthus similis_Long-billed Pipit,Anthus similis,lobpip1,Long-billed Pipit,
Anthus spinoletta_Water Pipit,Anthus spinoletta,watpip1,Water Pipit,
Anthus spragueii_Sprague's Pipit,Anthus spragueii,sprpip,Sprague's Pipit,SPPI
Anthus sylvanus_Upland Pipit,Anthus sylvanus,uplpip1,Upland Pipit,
Anthus trivialis_Tree Pipit,Anthus trivialis,trepip,Tree Pipit,TRPI
Antigone antigone_Sarus Crane,Antigone antigone,sarcra1,Sarus Crane,
Antigone canadensis_Sandhill Crane,Antigone canadensis,sancra,Sandhill Crane,SACR
Antigone rubicunda_Brolga,Antigone rubicunda,brolga1,Brolga,
Antigone vipio_White-naped Crane,Antigone vipio,whncra1,White-naped Crane,
Antilophia bokermanni_Araripe Manakin,Antilophia bokermanni,,,
Antilophia galeata_Helmeted Manakin,Antilophia galeata,,,
Antrostomus arizonae_Mexican Whip-poor-will,Antrostomus arizonae,souwpw1,Mexican Whip-poor-will,MWPW
Antrostomus badius_Yucatan Nightjar,Antrostomus badius,yucnig1,Yucatan Nightjar,YUNI
